6;82;36;98;98
16;76;75;73;96
33;72;5;52;12
49;98;82;33;33
51;5;97;85;96
59;30;15;29;29
1;49;50;94;94
15;33;68;97;61
79;63;98;36;36
6;65;4;39;77
53;99;12;28;28
51;1;40;80;71
69;36;48;25;94
23;92;74;90;66
32;78;10;19;19
67;81;93;42;2
63;77;31;94;92
18;43;80;75;39
97;41;73;89;89
61;9;30;13;13
89;65;37;17;78
75;47;95;76;76
12;47;30;45;49
98;78;65;77;12
32;49;70;25;25
84;94;69;57;21
68;97;84;48;72
91;20;36;71;71
60;20;40;4;4
80;72;62;91;22
20;22;27;75;74
85;94;91;68;28
18;58;16;59;13
52;81;72;42;2
1;92;79;33;74
2;99;80;51;71
12;90;93;46;74
82;7;71;41;41
49;72;85;8;95
83;76;58;64;64
99;42;19;15;47
56;77;23;42;42
56;12;51;72;61
70;64;60;80;51
80;26;58;62;62
34;12;44;10;10
7;27;98;10;10
36;97;96;7;7
78;73;67;37;37
43;60;46;41;41
50;84;45;2;77
36;68;29;73;73
42;63;8;69;79
14;36;91;44;56
99;49;5;98;61
87;37;85;91;84
67;66;69;93;93
1;94;44;87;87
23;71;1;65;61
66;62;42;40;6
99;22;19;82;82
9;38;99;84;94
97;21;53;65;65
71;31;63;78;78
77;44;8;53;73
34;43;82;4;4
72;29;83;28;79
7;87;45;88;58
23;69;74;80;8
91;86;58;42;2
45;30;72;55;92
44;50;47;27;9
2;40;94;42;42
24;65;4;80;83
55;3;35;42;39
90;4;83;43;62
38;20;16;8;91
91;7;60;17;17
17;56;48;26;26
36;14;38;22;53
73;77;64;96;11
44;76;72;13;13
78;70;79;14;2
57;35;52;61;13
91;83;85;98;98
61;74;51;93;93
51;73;80;41;8
89;52;88;60;19
37;52;48;13;13
48;41;4;45;87
90;58;16;97;97
20;19;7;61;61
15;88;49;79;79
97;81;24;99;2
76;49;53;67;67
51;20;98;88;88
89;2;33;40;81
38;41;83;47;47
90;3;76;21;89
49;13;62;69;77
50;14;67;86;86
44;37;2;52;27
21;41;43;14;87
18;55;67;2;68
1;29;14;63;33
5;53;45;61;61
98;11;66;3;3
35;37;3;41;16
97;49;19;82;82
28;77;90;66;66
76;56;22;44;44
81;38;2;61;66
92;41;39;18;10
15;58;55;79;81
4;85;53;48;48
69;79;73;3;22
65;82;4;14;43
48;19;36;22;22
87;89;3;99;28
16;78;76;31;65
91;96;99;69;46
94;17;98;97;16
77;70;73;7;25
13;66;75;80;80
81;19;76;71;74
66;51;15;83;79
46;56;25;68;67
44;7;75;61;59
78;93;29;99;85
38;30;42;18;1
73;30;46;20;96
91;62;99;97;97
50;12;80;61;73
3;6;1;40;66
75;74;18;47;65
1;24;90;98;84
55;8;86;73;60
30;9;63;20;20
61;92;75;76;55
28;68;51;36;36
60;6;2;97;46
84;64;87;2;2
27;39;44;26;26
15;51;27;24;44
50;58;74;20;26
25;13;36;97;59
59;65;9;92;78
68;82;27;75;3
44;30;1;66;68
55;20;75;97;52
58;40;36;41;41
94;81;28;17;40
39;82;77;6;60
19;57;51;64;67
36;1;12;98;98
61;29;55;4;46
91;70;17;64;82
12;52;76;23;23
70;47;60;37;2
40;22;86;78;78
93;90;50;34;34
60;8;54;31;31
4;35;30;41;49
99;28;63;93;98
82;13;58;47;47
24;23;20;85;14
56;71;9;61;43
71;1;28;29;39
18;8;57;89;48
30;51;71;23;92
27;80;7;10;66
89;25;28;36;84
17;71;73;89;82
13;11;7;30;90
35;59;87;37;37
37;54;4;57;70
44;58;26;63;1
4;45;66;69;86
86;9;19;36;36
13;6;26;57;67
66;70;72;22;52
62;43;87;2;94
87;73;82;9;66
6;29;72;64;64
26;79;41;90;90
62;27;94;50;21
28;9;30;58;58
82;98;71;88;51
93;48;97;14;14
60;73;82;77;77
17;57;85;78;69
60;3;42;50;34
15;5;59;74;73
13;40;73;99;28
59;51;50;98;98
65;63;52;8;31
99;61;54;23;23
3;60;57;98;85
49;57;51;41;41
9;88;72;34;34
28;56;7;10;10
36;57;53;2;71
74;8;50;54;60
48;55;25;8;56
43;69;79;8;62
69;70;71;94;46
58;63;73;8;94
1;14;84;13;46
48;55;81;75;8
74;41;53;57;57
86;68;10;74;50
82;57;85;23;89
9;48;89;42;1
74;5;63;83;83
41;64;43;31;31
62;99;56;2;84
76;69;57;4;34
69;61;25;58;60
27;3;43;97;97
8;10;42;33;7
3;92;21;82;87
25;27;7;21;22
55;88;64;28;28
67;81;84;83;25
1;81;41;69;27
45;56;14;81;81
68;16;55;42;42
83;12;59;58;88
30;57;9;4;90
16;89;55;80;75
78;6;46;45;77
57;24;18;61;61
59;28;19;14;54
64;49;9;79;87
43;93;28;13;83
38;8;88;41;14
77;57;91;60;6
78;15;87;69;69
67;74;27;78;69
36;30;39;13;8
24;94;83;75;61
26;96;39;52;52
12;37;53;29;69
78;7;96;19;19
45;25;29;68;24
23;54;15;30;30
25;15;97;46;76
73;74;3;60;21
19;87;72;83;57
98;90;15;35;35
77;93;33;40;72
52;47;15;42;45
26;81;94;66;72
47;84;35;87;15
42;51;11;15;15
83;32;34;55;55
80;36;68;61;50
1;79;58;94;53
20;50;94;59;59
85;73;23;87;62
46;26;66;67;67
87;60;37;63;96
6;45;42;39;39
34;94;62;38;72
85;16;72;97;69
34;94;97;72;3
33;22;71;88;42
62;41;46;56;56
57;50;32;96;62
82;92;23;38;68
2;99;78;85;85
59;38;18;19;19
85;26;21;29;87
73;59;5;81;40
84;86;44;46;46
14;45;40;42;3
12;13;86;9;9
20;90;16;62;97
32;3;25;19;26
85;80;97;91;91
29;53;2;51;30
56;75;17;65;63
95;5;71;47;47
15;99;25;53;53
18;79;90;21;21
87;16;28;86;29
42;35;16;68;68
60;79;33;35;35
6;19;26;27;21
50;61;71;47;83
22;33;28;44;78
80;49;62;5;59
58;69;79;91;91
72;90;48;14;46
8;37;18;94;94
19;35;21;17;79
75;16;66;33;33
14;19;31;72;73
79;5;74;25;42
1;80;38;61;63
63;8;39;78;70
23;50;3;55;43
37;40;4;57;57
59;79;80;47;47
7;57;14;29;91
20;72;50;64;73
30;17;50;85;85
32;30;4;81;26
30;29;19;27;57
11;23;86;48;48
10;16;17;90;90
22;77;28;14;14
10;12;24;25;25
9;80;25;85;85
31;62;87;5;5
33;64;28;89;80
84;37;90;61;1
32;68;6;66;50
66;37;38;48;36
78;95;33;10;10
49;9;68;76;53
1;2;84;14;87
63;5;1;44;19
82;93;21;73;73
25;78;87;26;26
27;21;60;77;77
3;92;65;76;49
56;53;17;30;77
63;9;13;67;65
5;92;84;22;94
30;87;93;11;94
96;83;20;49;9
37;67;16;4;91
65;20;71;6;69
73;39;82;93;93
55;46;43;10;41
48;69;94;81;54
24;91;44;60;16
14;65;70;66;66
89;32;48;50;50
78;70;66;9;38
50;46;61;40;7
52;11;32;97;97
47;23;76;61;61
3;56;77;80;80
89;53;91;22;84
27;18;60;43;43
96;80;25;83;34
4;20;19;21;11
98;76;8;45;5
83;77;47;67;80
93;85;10;60;60
35;52;7;37;46
65;68;24;23;52
27;57;58;56;56
20;62;97;81;81
90;11;56;32;5
96;48;98;72;10
93;54;32;33;33
1;68;81;71;25
58;38;18;63;53
36;56;95;7;35
79;91;43;88;14
77;64;36;35;98
64;54;82;29;43
95;14;3;9;34
25;77;49;10;10
41;38;7;31;48
52;85;12;94;75
76;87;31;2;95
46;56;63;50;50
98;81;69;61;61
32;66;54;9;72
6;35;2;20;20
67;62;83;52;52
15;95;4;90;90
1;39;66;9;9
56;60;12;27;8
15;12;56;3;3
88;82;65;16;61
25;38;12;54;54
27;95;75;89;89
91;2;78;48;60
4;24;53;44;44
22;65;89;42;42
67;36;75;11;78
45;57;73;76;55
78;69;22;38;38
12;59;39;21;46
9;88;58;26;26
12;77;24;17;7
96;23;18;95;95
50;32;29;97;34
57;30;64;39;39
20;15;79;56;28
57;88;46;85;85
46;86;44;20;20
40;54;3;77;66
23;28;75;79;79
30;72;12;41;41
61;46;17;59;56
94;75;1;68;68
74;87;23;81;65
27;24;45;46;46
3;91;68;42;78
76;58;20;59;75
70;40;34;50;99
58;45;81;75;64
85;98;73;20;20
26;6;31;73;73
86;90;88;93;39
84;86;57;71;95
45;51;37;15;50
31;2;35;26;26
99;84;76;43;43
14;64;86;22;22
21;82;22;58;58
7;64;44;56;56
39;58;12;99;99
55;30;11;67;38
79;33;95;77;77
47;89;61;80;5
80;76;7;59;59
48;35;5;29;42
38;81;25;54;97
68;19;92;64;93
27;51;97;98;98
33;34;83;58;80
3;89;81;77;65
74;70;75;54;24
94;5;58;25;25
2;96;25;29;75
28;68;83;50;50
74;92;16;79;59
24;42;51;1;1
94;27;63;93;86
69;52;5;98;85
83;60;53;10;88
28;21;89;71;30
98;17;48;44;44
71;92;25;77;86
63;80;73;83;83
57;10;81;52;73
15;81;93;90;45
29;40;67;62;62
71;2;73;70;70
2;20;70;96;94
57;9;62;65;29
69;78;26;92;93
68;46;22;30;64
53;54;3;41;62
54;41;60;81;13
86;13;98;88;88
64;57;9;92;81
68;75;71;31;76
1;48;24;62;54
59;55;74;21;77
30;6;70;13;13
17;45;8;78;78
47;16;75;74;74
2;52;64;54;54
24;42;86;25;99
64;25;71;7;73
17;57;33;55;61
65;86;69;40;1
38;58;7;85;86
92;59;76;77;77
81;69;5;82;1
66;57;82;63;11
42;56;71;61;61
35;31;21;82;98
48;54;44;58;30
79;40;69;82;12
71;57;64;18;78
54;35;7;8;8
78;50;99;17;17
78;76;37;82;82
92;95;86;41;71
48;97;37;63;63
59;5;60;82;95
63;77;61;43;43
51;73;98;78;3
82;21;96;37;37
75;58;43;78;78
78;77;79;38;38
21;8;70;57;80
68;16;19;21;98
2;91;79;73;22
32;26;41;27;35
22;6;32;12;12
21;58;79;5;5
64;58;40;82;69
13;51;43;42;55
25;18;35;61;84
70;22;42;20;66
23;28;89;42;42
92;69;39;26;6
71;23;9;68;68
16;58;69;89;92
25;47;29;1;81
18;17;96;95;25
32;3;88;1;46
50;89;78;1;52
11;98;70;6;6
68;41;98;83;45
3;46;9;82;82
45;8;52;73;73
87;17;69;55;3
7;53;55;46;70
2;87;88;50;50
66;57;76;26;15
5;63;62;82;82
9;36;56;70;24
40;3;34;69;5
37;15;38;61;50
75;74;96;95;38
59;14;57;64;40
63;58;43;65;17
46;66;91;33;93
30;22;55;99;92
87;65;58;7;98
23;83;21;54;55
30;91;5;63;21
40;4;87;92;65
50;26;14;92;6
27;4;59;43;56
14;79;52;95;99
85;22;29;37;26
8;15;9;85;85
51;58;9;69;69
49;66;44;55;8
47;73;60;74;74
27;41;81;72;76
45;34;88;74;74
85;21;35;3;50
87;47;46;99;99
44;69;5;68;68
